"periodo","ecommerce","marca","producto","precio_antes","precio_actual","pulgadas","rangos"
2017,"linio",NA,"bike sj4000 720p helmet sports dv dv action waterproof camera camcorder silver",116,75,4000,"< S/.500"
2017,"linio",NA,"sj4000 1.5 hd 1080p action sport mini dv cam helmet camera waterproof silver",85,68,4000,"< S/.500"
2017,"linio","samsung","tv monitor samsung t24e310lb led hd 24''- negro",699,557,24,"S/.500 -
 S/.1500"
2017,"linio","samsung","samsung - televisor led 40"""" ultra hd smart un40ju6000 - negro",2059,1649,40,"S/.1500 -
 S/.2500"
2017,"linio","sony","sony - televisor led full hd 48"""" smart kdl-48w655d - negro",2789,1899,48,"S/.1500 -
 S/.2500"
2017,"linio","lg","lg tv smart 3d smart full hd 55'' - 55lb6500",NA,3599,55,"S/.3500 -
 S/.4500"
2017,"linio","samsung","samsung tv led smart 3d 48"""" - un48h6400",NA,2799,48,"S/.2500 -
 S/.3500"
2017,"linio","lg","lg 42lb5800 tv led 42"""" smart wi-fi",NA,1699,42,"S/.1500 -
 S/.2500"
2017,"linio","panasonic","panasonic tv led 32'' - tc-32a400l",899,749.99,32,"S/.500 -
 S/.1500"
2017,"linio","lg","televisor lg gametv  led 43'-plateado",1999,1462,43,"S/.500 -
 S/.1500"
2017,"linio","lg","televisor lg 43lf5900 smart webos 2.0 full hd 43""""-negro",NA,1799,43,"S/.1500 -
 S/.2500"
2017,"linio","daewoo","daewoo - tv led 32"""" l32r640ats - negro..",899,799,32,"S/.500 -
 S/.1500"
2017,"linio","panasonic","panasonic - tv led 40'' - tc-40a400l",NA,1399,40,"S/.500 -
 S/.1500"
2017,"linio",NA,"microfono profesional flexible para conferencia,base de mesa",165,119,NA,"< S/.500"
2017,"linio","lg","las televisiones de 9.5 pulgadas tft lcd del color tv port„°til con disco flash tarjeta sd / mmc ver soporte usb gran angular",367,306,NA,"< S/.500"
2017,"linio","samsung","samsung tv led smart hd 32'' un32j4300 - negro",NA,1369,32,"S/.500 -
 S/.1500"
2017,"linio",NA,"mxq pro s905 quad core android smart tv box 5.1 1gb + 8gb kodi completamente cargado",234,152,905,"< S/.500"
2017,"linio","daewoo","televisor hd daewoo l32r640ats led 32"""" - negro",NA,999,32,"S/.500 -
 S/.1500"
2017,"linio","samsung","televisor samsung un55j6500 curvo full hd smart 55''-plateado",4599,3299,55,"S/.2500 -
 S/.3500"
2017,"linio",NA,"eser--cs918 quad-core android 4.2 google tv player w/ 2gb de ram / 8gb rom + mando a distancia",374,187,918,"< S/.500"
2017,"linio","lg","lg - tv led 32‚¥‚¥ 32lb550b",899,819,32,"S/.500 -
 S/.1500"
2017,"linio","lg","lg led full hd smart tv 42''42lf5850 - plateado",NA,1999,42,"S/.1500 -
 S/.2500"
2017,"linio","sony","sony - tv led smart 3d smart full hd 60'' - 60w855b",NA,5999,60,"> S/.4,500"
2017,"linio","lg","lg tv led 47"""" smart wifi - 47lb5800",NA,1899,47,"S/.1500 -
 S/.2500"
2017,"linio","samsung","televisi„≥n samsung un32j4300 led smart 32""""-negro",1299,875,32,"S/.500 -
 S/.1500"
2017,"linio","panasonic","televisor panasonic tv led full hd 40''-negro",1499,1389,40,"S/.500 -
 S/.1500"
2017,"linio","samsung","televisor samsung led 3d smart full hd 55j6400 55''",3599,3259,55,"S/.2500 -
 S/.3500"
2017,"linio","samsung","samsung un40jh5005 led full hd 40""""  - negro gloss",NA,1399,40,"S/.500 -
 S/.1500"
2017,"linio","lg","televisor lg led smart full hd 43'' 43lf6350",2129,1699,43,"S/.1500 -
 S/.2500"
2017,"linio","panasonic","panasonic - televisor led 40"""" full hd - tc-l40sv7l",1939,1549,40,"S/.1500 -
 S/.2500"
2017,"linio","lg","televisor lg led full hd 43"""" 43lf5100 - negro",1399,1199,43,"S/.500 -
 S/.1500"
2017,"linio","lg","lg - tv/monitor led 23.6"""" hd - 24mt47",NA,699,23.6,"S/.500 -
 S/.1500"
2017,"linio","lg","lg televisor led full hd smart 43"""" 43lh5700",1499,1349,43,"S/.500 -
 S/.1500"
2017,"linio","aoc","televisor aoc led 32'' -le32h1352",899,627,32,"S/.500 -
 S/.1500"
2017,"linio","lg","tv lg 32lf510b led tv 32""""-negro",1199,799,32,"S/.500 -
 S/.1500"
2017,"linio",NA,"er mxq s805 android quad core 1gb + 8gb 1080p wifi smart tv box uk plug negro",476.98,160.66,805,"< S/.500"
2017,"linio","lg","lg full hd smart tv webos 3.0 43'' 43lh6000",1999,1499,43,"S/.500 -
 S/.1500"
2017,"linio",NA,"ew navidad pantalla brillante gba-plata",691.74,232.25,NA,"< S/.500"
2017,"linio",NA,"eh navidad pantalla de reemplazo de nintendo dsl-plata",126.72,43.91,NA,"< S/.500"
2017,"linio",NA,"navidad pantalla de reemplazo de nintendo dsl-plata er",120.23,41.74,NA,"< S/.500"
2017,"linio","haier","haier tv hd 32'' le32f2000",899,609,32,"S/.500 -
 S/.1500"
2017,"linio","nex","nex - televisor led 32"""" hd le3209tva - negro",899,719,32,"S/.500 -
 S/.1500"
2017,"linio","panasonic","panasonic - televisor led uhd 4k 60"""" smart tc-60cx700w - gris",6779,5419,60,"> S/.4,500"
2017,"linio","panasonic","televisor panasonic tv led smart tv full hd 50'' - tc-50as600 - negro",2699,1887,50,"S/.1500 -
 S/.2500"
2017,"linio","panasonic","panasonic - televisor led uhd 4k 49"""" smart tc-49dx650w ‚<U+0080><U+0093> gris",3499,2799,49,"S/.2500 -
 S/.3500"
2017,"linio","jvc","televisor jvc lt-42kb66, 42"""", led fhdtv, slim bezel, isdb-t.",1588,1490,42,"S/.500 -
 S/.1500"
2017,"linio","samsung","samsung led tv curvo smart full hd 40"""" 40k6500",NA,2199,40,"S/.1500 -
 S/.2500"
2017,"linio","samsung","tv samsung 32'' un32j4000 hd ‚<U+0080><U+0093> negro",1099,699,32,"S/.500 -
 S/.1500"
2017,"linio","lg","las televisiones de 7 pulgadas tft lcd de color de tv port„°til con disco flash tarjeta sd / mmc ver soporte usb gran angular",326,272,NA,"< S/.500"
2017,"linio","lg","lg ultra hd 4k smart tv webos 3.0 led 55'' 55uh6150",2999,2899,55,"S/.2500 -
 S/.3500"
2017,"linio","samsung","tv led samsung un48j5500ag smart full hd tizen 48'' negro/plateado",2399,1699,48,"S/.1500 -
 S/.2500"
2017,"linio","sony","sony - televisor led ultra hd 4k 55"""" smart xbr-55x705d - gris",NA,5500,55,"> S/.4,500"
2017,"linio",NA,"7"""" pantalla t„°ctil capacitiva tft hdmi para raspberry pi 2 / modelo b / b / b+ (800 x 480)",370,185,7,"< S/.500"
2017,"linio","sony","sony - televisor led full hd 40"""" smart kdl-40w655d - negro",2189,1599,40,"S/.1500 -
 S/.2500"
2017,"linio",NA,"mxq quad core android 4 caja de tv totalmente cargado xbmc free sports film movies live",225,135,NA,"< S/.500"
2017,"linio","lg","lg full hd smart tv webos 3.0 led 49'' 49lh6000",NA,2399,49,"S/.1500 -
 S/.2500"
2017,"linio","lg","sj4000 2.0 pulgadas a prueba de agua casco de deportes de acci„≥n lleno 1080p la c„°mara del coche amarillo",125,87,4000,"< S/.500"
2017,"linio","panasonic","panasonic - televisor led uhd 4k 55"""" smart tc-55cx640w - negro",5299,4249,55,"S/.3500 -
 S/.4500"
2017,"linio","panasonic","panasonic tv led hd 32'' - tc-32c400l",NA,999,32,"S/.500 -
 S/.1500"
2017,"linio",NA,"mxq 4,4 quad core android tv box wifi xbmc kodi 1080p hdmi au media hd",237,142,1080,"< S/.500"
2017,"linio","royal","royal tv led  hd 42'' ry-s42d - negro",1299,849,42,"S/.500 -
 S/.1500"
2017,"linio","samsung","samsung tv curved smart ultra hd 55'' un55ju6700 - negro",NA,5199,55,"> S/.4,500"
2017,"linio","lg","lg - televisor led full hd 43"""" 43lh5100 - negro",1679,1379,43,"S/.500 -
 S/.1500"
2017,"linio","lg","lg - televisor led full hd 43"""" smart 43lh6000 - negro",1948,1559,43,"S/.1500 -
 S/.2500"
2017,"linio","lg","tv led smart lg 32lh570b hd - negro",1099,889,32,"S/.500 -
 S/.1500"
2017,"linio","lg","er clip en pasivos polarizados circulares de los vidrios 3d clip para lg 3d tv cinema cine negro.",34.76,19.88,NA,"< S/.500"
2017,"linio","samsung","pixnor cable adaptador hdtv hdmi 1080p mhl micro usb av tv para samsung galaxy s5 / nota 3",41,29,1080,"< S/.500"
2017,"linio",NA,"pixnor 1.8 m de alta velocidad hdmi al cable de hdmi micro (negro)",33,23,NA,"< S/.500"
2017,"linio","sony","sony tv led hd 32"""" kdl-32r305c -negro",999,799,32,"S/.500 -
 S/.1500"
2017,"linio","samsung","samsung - tv led full hd 48'' 48j5000 - negro",1899,1589,48,"S/.1500 -
 S/.2500"
2017,"linio",NA,"android 4.4 smart tv caja xbmc cargado completamente quad core 8gb wifi 1080p hdmi medios",245,147,1080,"< S/.500"
2017,"linio",NA,"negro articulador giratorio led tv lcd soportes de pared soporte de metal de 10 """"~ 26""""",108,75,26,"< S/.500"
2017,"linio","panasonic","panasonic tv led smart full hd 50'' - tc-50as600",2699,2399,50,"S/.1500 -
 S/.2500"
2017,"linio","samsung","samsung tv led curvo uhd smart 49"""" un49ku6300",NA,3599,49,"S/.3500 -
 S/.4500"
2017,"linio","lg","tv lg led smart full hd 49lh5730 - negro",1899,1579,49,"S/.1500 -
 S/.2500"
2017,"linio","daewoo","daewoo  led hd 24"""" l24r630aksp - negro",685,497,24,"< S/.500"
2017,"linio",NA,"ew s805 quad core android 1gb + 8gb 1080p wifi smart tv box enchufe de reino unido",316.32,160.66,805,"< S/.500"
2017,"linio",NA,"bolvo 40ch 7 """"hd a„©rea video diversidad fpv monitor de grabaci„≥n de v„≠deo con bater„≠a incorporada ((negro-lcd5802d))",692.81,519.6,40,"S/.500 -
 S/.1500"
2017,"linio",NA,"onebird 40ch 7 """"hd a„©rea video diversidad fpv monitor de grabaci„≥n de v„≠deo con bater„≠a incorporada ((negro-lcd5800d))",376.61,308.82,40,"< S/.500"
2017,"linio","lg","televisor 32"""" led hd lg 32lw340c",1017.1,999,32,"S/.500 -
 S/.1500"
2017,"linio",NA,"televisor 32"""" led wide hd advance 32l91f",NA,738.5,32,"S/.500 -
 S/.1500"
2017,"linio","jvc","smart tv 65"""" jvc lt-65kb66 con android",NA,4517.6,65,"> S/.4,500"
2017,"linio","lg","televisor lg 43lw300c, 43"""" led full hd 43lw300c",NA,1334.4,43,"S/.500 -
 S/.1500"
2017,"linio","lg","televisor 55"""" full hd lg 55lw540s",2599,2499,55,"S/.1500 -
 S/.2500"
2017,"linio","lg","televisor 49"""" lg full hd 49lw540h",1975.2,1939,49,"S/.1500 -
 S/.2500"
2017,"linio","jvc","televisor jvc  42"""", led hd tv, slim bezel",NA,1339,42,"S/.500 -
 S/.1500"
2017,"linio","sony","sony bravia tv led full hd de 32‚¥‚¥ - kdl-32ex525",NA,1799,32,"S/.1500 -
 S/.2500"
2017,"linio","lg","9,8 pulgadas tft lcd de pantalla digital multimedia portable video reproductor de tv con control remoto, soporte tv, funcion de radio fm, disco de u y tf tarjeta de lectura",351,298,NA,"< S/.500"
2017,"linio","daewoo","tv daewoo l32r640ats led 32"""" hd negro",899,599,32,"S/.500 -
 S/.1500"
2017,"linio","jvc","smart tv 32"""" jvc hd con android lt-32kb45",999,849,32,"S/.500 -
 S/.1500"
2017,"linio","lg","7,8 pulgadas de ancho lcd mini monitor de tv anal„≥gica con „Ångulo de visi„≥n amplio , compatibilidad con tarjetas sd mmc , disco flash usb , av en funci„≥n ( da- 701c )",285,242,701,"< S/.500"
2017,"linio","jvc","televisor jvc  39"""" led hdtv lt-39kb35",999,899,39,"S/.500 -
 S/.1500"
2017,"linio","sony","sony bravia tv led hd de 24‚¥‚¥ - kdl-24r405a",NA,949,24,"S/.500 -
 S/.1500"
2017,"linio","aoc","tv led aoc le40f1351 40"""" full hd - negro",1099,849,40,"S/.500 -
 S/.1500"
2017,"linio","imaco","imaco - tv led hd 16"""" - led16hd negro",449,299,16,"< S/.500"
2017,"linio","aoc","aoc smart tv 43"""" fullhd wi-fi hdmi2 usb2 sintonizador digital - negro",NA,1699,43,"S/.1500 -
 S/.2500"
2017,"linio","royal","televisor hd tv monitor royal ry-l16a",499,299,16,"< S/.500"
2017,"linio","blackline","blackline - tv led hd 39'' bl390led  2usb 2hdmi sonido stereo conexionpc - negro",NA,1399,39,"S/.500 -
 S/.1500"
2017,"linio","hyundai","televisor hyundai 49"""" hyled493a led fullhd 2usb 2hdmi + rack de pared - negro",NA,1599,49,"S/.1500 -
 S/.2500"
2017,"linio","daewoo","daewoo tv led full hd 43"""" l43r630aksp 2hdmi 2usb pc sonidodolby dts - negro",NA,1599,43,"S/.1500 -
 S/.2500"
2017,"linio","samsung","samsung tv curved smart full hd 49""""  un49k6500ag - negro",3499,1845,49,"S/.1500 -
 S/.2500"
2017,"linio","aoc","led aoc 32'' le32h1352 hd sintonizador tv-digital usb 2hdmi ‚<U+0080><U+0093> negro",899,593,32,"S/.500 -
 S/.1500"
2017,"linio",NA,"tv led continental electric 19"""" hd celed99935-negro",499,337,19,"< S/.500"
2017,"linio","lg","tv led lg 43lw300c full hd 43''- negro",1299,1109,43,"S/.500 -
 S/.1500"
2017,"linio","aoc","aoc - tv led 43"""" le43f1361 - negro",1399,799,43,"S/.500 -
 S/.1500"
2017,"linio",NA,"importec virtual -  m8c s812 android smart tv box  4.4 gpu 8 core ultra hd 3d bluetooh 4k - negro",NA,450,812,"< S/.500"
2017,"linio","lg","television lg 32lf510b led tv 32""""-negro",1099,839,32,"S/.500 -
 S/.1500"
2017,"linio",NA,"built digital tv port„°til lcd de 7"""" tv-9052da usb/sd",399,309,7,"< S/.500"
2017,"linio","aoc","aoc - tv led 49"""" full hd le49f1361 - negro",1699,1099,49,"S/.500 -
 S/.1500"
2017,"linio",NA,"built digital televisor port„°til con/tv digital lcd de 7"""" tv-9052da usb/sd",NA,399,7,"< S/.500"
2017,"linio","blackline","blackline - tv led hd 28'' bl280led  sonido stereo",899,619,28,"S/.500 -
 S/.1500"
2017,"linio","samsung","samsung tv 3d smart full hd 55‚¥‚¥un55h7100agxpe + teclado smart vg-kbd1000",4999,3460,55,"S/.2500 -
 S/.3500"
2017,"linio","lg","lg smart tv webos 2.0 full hd 49'' 49lf5900 - negro",1699,1675,49,"S/.1500 -
 S/.2500"
2017,"linio","sony","combo sony smart tv 48"""" kdl-48w655d + minicomponente bluetooth nfc mhc-v6d",3099,2322,48,"S/.1500 -
 S/.2500"
2017,"linio","sony","sony smart tv 48"""" hd kdl-48r555c",2199,1832,48,"S/.1500 -
 S/.2500"
2017,"linio","lg","televisor smart ulra lg 49uh6100 led led 49''-negro",2999,1999,49,"S/.1500 -
 S/.2500"
2017,"linio","samsung","samsung tv smart led full hd 43"""" 43j5200 - negro",1999,1227,43,"S/.500 -
 S/.1500"
2017,"linio","aoc","aoc tv led full hd smart 49'' le49d5542 - negro",1999,1289,49,"S/.500 -
 S/.1500"
2017,"linio","lg","tv led lg ultra hd 4k 55uh6230 smart tv webos 2.0 led 55'' - plateado",NA,3999,55,"S/.3500 -
 S/.4500"
2017,"linio","lg","tv led lg 43lh5700 smart full hd led 43''- negro",1499,1299,43,"S/.500 -
 S/.1500"
2017,"linio","panasonic","smart tv led panasonic 32"""" tc-32as600l - wi-fi bluetooth",1200,888,32,"S/.500 -
 S/.1500"
2017,"linio","nex","tv led imaco  led16hd  conexi„≥n usb 16"""" -  negro",449,299,16,"< S/.500"
2017,"linio","lg","televisor smart tv led 32'' full hd 32lh570b - lg -",NA,1200,32,"S/.500 -
 S/.1500"
2017,"linio","lg","tv led lg  32lx330c funcion hotelera hd -plomo",999,779,32,"S/.500 -
 S/.1500"
2017,"linio","samsung","samsung smart tv curvo ultra hd 4k 49'' tizen un49ku6500",NA,3999,49,"S/.3500 -
 S/.4500"
2017,"linio","panasonic","televisor panasonic tc-40cs600l full  hd 40"""" smart- bluetooth  - negro",1699,1199,40,"S/.500 -
 S/.1500"
2017,"linio","lg","televisor lg 49ub7000 smart-tv 4k ultra hd 49''",NA,3500,49,"S/.2500 -
 S/.3500"
2017,"linio","lg","tv led lg ultra hd 60uh6150  smart tv  4k webos 3.0 - plateado",4399,3199,60,"S/.2500 -
 S/.3500"
2017,"linio","daewoo","daewoo tv led full hd 40"""" l43r630aksp 2hdmi 2usb pc sonidodolby dts - negro",1499,799,40,"S/.500 -
 S/.1500"
2017,"linio","lg","led lg 49"""" full hd game tv modelo 2016 - procesador triple xd engine 120 hz hdmi usb - gris",NA,2199,49,"S/.1500 -
 S/.2500"
2017,"linio","samsung","tv samsung ultra hd un55ku6300 4k curve smart uhdtv tizen 55'' - negro.",3999,2749,55,"S/.2500 -
 S/.3500"
2017,"linio","haier","convertidor  smart para tv   con wifi- dma6000 - haier",250,164.99,6000,"< S/.500"
2017,"linio","daewoo","tv daewoo - tv led hd 32"""" l32r640ats - color negro",900,585,32,"S/.500 -
 S/.1500"
2017,"linio","lg","tv led smart lg 40lh5710 full hd - negro",1499,1149,40,"S/.500 -
 S/.1500"
2017,"linio","imaco","tv led imaco led32hd tv-monitor hd 32'' - negro.",749,559,32,"S/.500 -
 S/.1500"
2017,"linio","aoc","tv led aoc le32w354f led hd 32""""  - negro",899,689,32,"S/.500 -
 S/.1500"
2017,"linio","aoc","aoc - tv led 55"""" full hd le55f1361 - negro",2299,1799,55,"S/.1500 -
 S/.2500"
2017,"linio","lg","lg ultra hd 4k smart tv webos 3.0 led 43'' 43uh6100",2299,1499,43,"S/.500 -
 S/.1500"
2017,"linio","sony","sony android tv ultra hd 4k smart 55"""" triluminos motion flow xr960 xbr-55x855d",5499,4757,55,"> S/.4,500"
2017,"linio","lg","lg tv led 43"""" full hd 43lh5100",NA,1399,43,"S/.500 -
 S/.1500"
2017,"linio","aoc","aoc - tv led hd 32"""" le32w454f",799,695,32,"S/.500 -
 S/.1500"
2017,"linio","aoc","aoc - tv led smart 49"""" le49f1761 - negro.",2199,1099,49,"S/.500 -
 S/.1500"
2017,"linio","sony","sony android tv ultra hd 4k smart 65"""" triluminos motion flow xr960 xbr-65x855d",7999,6921,65,"> S/.4,500"
2017,"linio","olitec","olitec televisor led full hd 48"""" olivv1048a",1799,1159,48,"S/.500 -
 S/.1500"
2017,"linio","aoc","aoc - tv led 24"""" hd le24h1351-negro",699,369,24,"< S/.500"
2017,"linio","haier","haier tv led hd 32f2000 32""""",NA,799,32,"S/.500 -
 S/.1500"
2017,"linio","lg","lg - televisor led ultra hd 4k 49"""" smart 49uh6230 - negro",2999,2099,49,"S/.1500 -
 S/.2500"
2017,"linio","lg","lg - televisor led ultra hd 4k 55"""" smart 55uh6150 ‚<U+0080><U+0093> gris",3999,2999,55,"S/.2500 -
 S/.3500"
2017,"linio","lg","lg - tv led cinema 3d smart tv 55‚¥‚¥ - 55la7900",3999,2811,55,"S/.2500 -
 S/.3500"
2017,"linio","aoc","televisor led aoc le40f1351 40"""" full hd - negro",NA,999,40,"S/.500 -
 S/.1500"
2017,"linio","lg","lg tv led curvo 55"""" smart ultra hd 4k cinema 3d -†55uc9700",5999,5407,55,"> S/.4,500"
2017,"linio","lg","lg - tv monitor led 23.6"""" hd - 24mt48af",NA,599,23.6,"S/.500 -
 S/.1500"
2017,"linio","aoc","aoc - tv led smart 43"""" le43f1761 - negro",1699,1019,43,"S/.500 -
 S/.1500"
2017,"linio","lg","tv led 49"""" lg 49lf5100 full hd",1799,1619,49,"S/.1500 -
 S/.2500"
2017,"linio","aoc","aoc - tv led 32"""" le32h1352-negro",899,559,32,"S/.500 -
 S/.1500"
2017,"linio","aoc","aoc - tv led 58"""" full hd le58f1352 - negro",2699,1599,58,"S/.1500 -
 S/.2500"
2017,"linio","panasonic","panasonic - tv led 32"""" full  hd tc32as600hl smart tv - negro",NA,1099,32,"S/.500 -
 S/.1500"
2017,"linio","samsung","samsung tv led curvo smart 3d 48"""" special edition - un48h6800ag",NA,3199,48,"S/.2500 -
 S/.3500"
2017,"linio","nex","nex tv led smart hd 32""""  led3215smr",999,699,32,"S/.500 -
 S/.1500"
2017,"linio","samsung","samsung - tv led smart curvo 3d ultra hd 65‚<U+0080>ù un65hu9000 - gris",14999,12999,65,"> S/.4,500"
2017,"linio","lg","tv led lg 49lf5100 televisor led 49"""" full hd negro",NA,1899,49,"S/.1500 -
 S/.2500"
2017,"linio","lg","lg ultra hd 4k smart tv webos 3.0 led 55'' 55uh6230",3999,2999,55,"S/.2500 -
 S/.3500"
2017,"linio","aoc","aoc - tv led smart 43"""" le43f1761 - negro",1699,1019,43,"S/.500 -
 S/.1500"
2017,"linio","lg","lg tv led smart 55"""" webos 2.0 55lf5950 -negro",NA,2999,55,"S/.2500 -
 S/.3500"
2017,"linio","samsung","samsung tv smart full hd  55'' tizen un55j5500 - negro",2499,2459,55,"S/.1500 -
 S/.2500"
2017,"linio","sony","combo sony  smart tv 40"""" kdl-40w655d + minicomponente bluetooth nfc mhc-v6",2499,1911,40,"S/.1500 -
 S/.2500"
2017,"linio","sony","sony android tv full hd 3d smart 50"""" triluminos motion flow xr960 kdl-50fa95c",3699,3200,50,"S/.2500 -
 S/.3500"
2017,"linio","sony","sony android tv led smart 3d full hd 65"""" motion flow xr960 kdl-65w855c",5999,4799,65,"> S/.4,500"
2017,"linio","samsung","samsung - televisor led full hd curvo smart 55"""" un55k6500 ‚<U+0080><U+0093> negro",5059,2899,55,"S/.2500 -
 S/.3500"
2017,"linio","haier","haier tv led hd 24b800 24""""",NA,499,24,"< S/.500"
2017,"linio","samsung","samsung curvo smart tv full hd 55'' tizen un55k6500",3999,2899,55,"S/.2500 -
 S/.3500"
2017,"linio","lg","lg - tv monitor led 23.6"""" hd - 24mt48af",NA,599,23.6,"S/.500 -
 S/.1500"
2017,"linio","lg","lg tv led webos 3d smart full hd 49'' - 49lf6450",3499,2479,49,"S/.1500 -
 S/.2500"
2017,"linio","panasonic","panasonic led smart full hd 42"""" - tc-l42as610",1939,1549,42,"S/.1500 -
 S/.2500"
2017,"linio","hyundai","televisor 40 full hd  - hyled401a-hyundai +usb 8gb",1099,849,40,"S/.500 -
 S/.1500"
2017,"linio","sony","sony android tv ultra hd 4k  65"""" hdr triluminos motion flow xr960 ultra slim xbr-65x935d",13999,9999,65,"> S/.4,500"
2017,"linio","lg","lg - televisor led ultra hd 4k 60"""" smart 60uh6500 ‚<U+0080><U+0093> gris",6489,5189,60,"> S/.4,500"
2017,"linio","aoc","televisor led 39 pulgadas + marca aoc + high definition +",NA,999,39,"S/.500 -
 S/.1500"
2017,"linio","samsung","samsung tv ultra hd 4k smart tizen 50'' tizen un50ku6000 - negro",NA,2999,50,"S/.2500 -
 S/.3500"
2017,"linio","lg","lg tv led hd 32'' 32lx300c",899,749,32,"S/.500 -
 S/.1500"
2017,"linio","lg","lg tv led smart 40"""" full hd 40lh5710",NA,1999,40,"S/.1500 -
 S/.2500"
2017,"linio","aoc","aoc - tv led smart 43"""" le43f1761 - negro",1699,899,43,"S/.500 -
 S/.1500"
2017,"linio","sony","sony android tv ultra hd 4k smart 49"""" motion flow xr960 xbr-49x835c",3499,3023,49,"S/.2500 -
 S/.3500"
2017,"linio","sony","televisi„≥n sony  led full hd 40"""" kdl-40r355c",1299,1149,40,"S/.500 -
 S/.1500"
2017,"linio","nex","televisor led 32"""" hd nex le3208tva-negro",NA,799,32,"S/.500 -
 S/.1500"
2019,"ripley","lg","lg smart tv uhd 49"" 49uk6200",3399,1399,49,"< S/.500"
2019,"ripley","samsung","samsung smart tv uhd 65"" 65nu7090",3999,2499,65,"< S/.500"
2019,"ripley","lg","lg smart tv uhd 49"" 49sm8000psa",4399,2199,49,"< S/.500"
2019,"ripley","samsung","samsung smart tv uhd 55nu7090 55''",2899,1699,55,"< S/.500"
2019,"ripley","sony","sony led 55"" 4k ultra hd smart tv kd-55x725f/c la8",4499,1799,55,"< S/.500"
2019,"ripley","lg","lg smart tv fhd 43"" 43lk5400",1999,999,43,"> S/.4,500"
2019,"ripley","sony","sony led 49"" 4k ultra hd smart tv kd-49x725f/c la8",3999,1599,49,"< S/.500"
2019,"ripley","samsung","samsung smart tv uhd 50"" 50ru7100",1999,1599,50,"< S/.500"
2019,"ripley","samsung","samsung smart tv 58ru7100 58""",3299,2099,58,"< S/.500"
2019,"ripley","lg","lg smart tv full hd 49"" 49lk5400",2499,1099,49,"< S/.500"
2019,"ripley","samsung","samsung smart tv uhd 43'' 43nu7090",1899,1299,43,"< S/.500"
2019,"ripley","lg","lg smart tv hd 32"" lk540bpsa",1399,699,32,"> S/.4,500"
2019,"ripley","lg","lg smart tv uhd 55"" 55uk6200",4399,1699,55,"< S/.500"
2019,"ripley","samsung","samsung smart tv fhd 43"" 43j5202",1399,1199,43,"< S/.500"
2019,"ripley","lg","lg smart tv uhd 60"" 60uk6200",6099,1999,60,"< S/.500"
2019,"ripley","samsung","samsung smart tv uhd 49"" 49ru7300",2299,1699,49,"< S/.500"
2019,"ripley","aoc","aoc smart tv uhd 50"" le50u7970s",1899,1099,50,"< S/.500"
2019,"ripley","sony","sony led 48"" full hd smart tv kdl-48w655d la8",2699,1499,48,"< S/.500"
2019,"ripley","samsung","samsung smart tv uhd 43"" 43ru7100",1599,1499,43,"< S/.500"
2019,"ripley","hisense","hisense smart tv hd 32"" h3218h5ip",999,599,32,"> S/.4,500"
2019,"ripley","samsung","samsung smart tv uhd 55"" 55ru7100",2399,1899,55,"< S/.500"
2019,"ripley","hisense","hisense smart tv fhd 43"" h4318fh5ip",1299,799,43,"> S/.4,500"
2019,"ripley","aoc","aoc smart tv fhd 43'' le43s5970",1299,849,43,"> S/.4,500"
2019,"ripley","samsung","samsung smart tv uhd 50"" 50ru7400",2599,1999,50,"< S/.500"
2019,"ripley","samsung","samsung smart tv uhd 65"" 65ru7100",3499,2699,65,"< S/.500"
2019,"ripley","hisense","hisense smart tv fhd 49"" hle4918rtfipe",1599,999,49,"> S/.4,500"
2019,"ripley","sony","sony led 40"" full hd smart tv kdl-40w655d la8",1999,1199,40,"< S/.500"
2019,"ripley","samsung","samsung smart tv uhd 55"" 55ru7400",2999,2499,55,"< S/.500"
2019,"ripley","lg","lg smart tv uhd 49"" 49uk7500psa",4399,1699,49,"< S/.500"
2019,"ripley","lg","lg smart tv uhd 70"" 70uk6550psa",12999,3799,70,"< S/.500"
2019,"ripley","aoc","aoc tv hd 32"" 32m1370",699,449,32,"< S/.500"
2019,"ripley","samsung","samsung smart tv uhd 65"" 65ru7400",4999,3499,65,"< S/.500"
2019,"ripley","sony","sony led 55"" 4k ultra hd<U+00A0> android smart tv kd-55x755f la8",5499,2299,55,"< S/.500"
2019,"ripley","sony","sony led 32"" hd smart tv kdl-32w605d la8",1499,949,32,"> S/.4,500"
2019,"ripley","lg","lg smart tv oled 55"" 55b8ssc",12999,5999,55,"> S/.4,500"
2019,"ripley","lg","lg smart tv oled 65"" 65b8ssc",18999,9999,65,"> S/.4,500"
2019,"ripley","samsung","samsung smart tv fhd 49"" 49j5290",1799,1299,49,"< S/.500"
2019,"ripley","lg","lg smart tv oled 55"" oled55c9psa",14999,8999,55,"> S/.4,500"
2019,"ripley","lg","lg smart tv uhd 75"" 75uk6570psa",15999,4999,75,"< S/.500"
2019,"ripley","samsung","samsung smart tv uhd 75"" 75nu7090",8999,4999,75,"< S/.500"
2019,"ripley","lg","lg smart tv oled 65"" oled65c9psa",21999,10499,65,"< S/.500"
2019,"ripley","samsung","samsung smart tv uhd 50"" 50nu7400",2899,1799,50,"< S/.500"
2019,"ripley","sony","sony smart tv uhd 65"" xbr-65x856f",9499,3499,65,"< S/.500"
2019,"ripley","samsung","samsung smart tv qled 49"" qn49q6fnagxpe",4599,2599,49,"< S/.500"
